STATION,STATION_NAME,DATE,HLY-DEWP-NORMAL,HLY-HIDX-NORMAL,HLY-TEMP-NORMAL,HLY-WCHL-NORMAL,HLY-WIND-AVGSPD
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 18:00,374,519,519,495,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 19:00,375,507,507,483,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 20:00,377,499,499,473,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 21:00,377,490,490,464,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 22:00,378,484,484,457,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101114 23:00,379,477,477,448,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 00:00,377,469,469,439,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 01:00,375,464,464,434,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 02:00,375,459,459,428,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 03:00,373,453,453,421,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 04:00,371,449,449,416,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 05:00,368,444,444,411,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 06:00,367,441,441,406,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 07:00,366,440,440,404,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 08:00,372,453,453,419,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 09:00,377,475,475,441,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 10:00,378,496,496,465,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 11:00,378,516,516,490,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 12:00,376,534,534,511,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 13:00,376,549,549,529,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 14:00,371,556,556,536,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 15:00,370,554,554,535,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 16:00,369,545,545,524,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 17:00,365,526,526,504,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 18:00,371,515,515,490,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 19:00,373,504,504,478,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 20:00,374,495,495,468,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 21:00,375,486,486,458,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 22:00,375,480,480,452,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101115 23:00,375,473,473,443,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 00:00,374,466,466,435,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 01:00,372,461,461,429,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 02:00,372,456,456,424,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 03:00,370,450,450,417,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 04:00,368,446,446,412,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 05:00,365,441,441,406,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 06:00,364,438,438,402,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 07:00,363,437,437,400,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 08:00,369,449,449,414,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 09:00,374,471,471,437,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 10:00,375,492,492,461,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 11:00,375,512,512,485,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 12:00,373,530,530,506,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 13:00,373,545,545,525,110
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 14:00,369,552,552,532,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 15:00,367,550,550,530,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 16:00,366,541,541,520,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 17:00,363,523,523,499,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 18:00,368,512,512,486,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 19:00,371,501,501,474,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 20:00,372,492,492,464,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 21:00,372,483,483,455,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 22:00,373,478,477,449,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101116 23:00,373,470,470,439,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 00:00,371,463,463,431,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 01:00,371,458,458,426,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 02:00,371,454,454,420,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 03:00,368,448,448,414,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 04:00,367,443,443,409,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 05:00,363,438,438,403,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 06:00,362,436,436,400,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 07:00,361,434,434,397,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 08:00,367,446,446,411,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 09:00,372,468,468,434,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 10:00,372,489,489,457,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 11:00,371,509,509,481,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 12:00,370,526,526,502,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 13:00,370,541,541,520,111
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 14:00,366,548,548,528,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 15:00,364,547,547,526,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 16:00,364,538,538,516,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 17:00,360,519,519,495,99
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 18:00,365,508,508,481,93
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 19:00,367,497,497,469,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 20:00,368,488,488,458,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 21:00,369,479,479,448,85
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 22:00,369,473,473,443,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101117 23:00,369,466,466,433,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 00:00,367,459,459,426,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 01:00,366,454,454,422,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 02:00,366,449,449,415,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 03:00,364,444,444,409,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 04:00,362,440,440,405,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 05:00,360,435,435,399,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 06:00,359,432,432,396,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 07:00,357,431,431,393,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 08:00,363,442,442,406,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 09:00,369,465,465,429,94
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 10:00,369,485,485,452,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 11:00,367,505,505,475,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 12:00,366,522,522,496,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 13:00,366,537,537,514,109
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 14:00,362,544,544,522,108
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 15:00,361,543,543,521,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 16:00,360,534,534,511,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 17:00,356,515,515,490,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 18:00,362,504,504,476,92
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 19:00,364,493,493,464,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 20:00,366,484,484,454,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 21:00,366,476,476,444,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 22:00,367,469,469,438,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101118 23:00,367,462,462,429,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 00:00,366,456,456,422,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 01:00,364,451,451,418,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 02:00,364,446,446,411,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 03:00,362,441,441,405,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 04:00,360,436,436,401,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 05:00,358,433,433,396,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 06:00,357,429,429,392,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 07:00,356,428,428,390,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 08:00,362,439,439,403,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 09:00,368,463,463,427,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 10:00,367,483,483,448,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 11:00,366,503,503,472,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 12:00,366,520,520,494,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 13:00,365,536,536,513,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 14:00,362,543,543,521,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 15:00,360,542,542,520,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 16:00,361,532,532,509,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 17:00,356,514,514,488,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 18:00,361,503,503,475,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 19:00,364,492,492,464,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 20:00,366,483,483,453,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 21:00,367,475,475,443,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 22:00,368,468,468,438,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101119 23:00,368,461,461,428,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 00:00,366,455,455,421,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 01:00,365,450,450,418,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 02:00,364,445,445,410,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 03:00,362,440,440,404,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 04:00,360,436,436,400,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 05:00,359,432,432,395,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 06:00,357,429,429,391,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 07:00,356,427,427,389,75
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 08:00,361,438,438,402,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 09:00,368,462,462,427,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 10:00,368,482,482,448,99
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 11:00,367,502,502,472,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 12:00,367,520,520,494,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 13:00,366,536,536,513,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 14:00,364,543,543,522,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 15:00,362,542,542,520,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 16:00,361,532,532,509,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 17:00,356,514,514,488,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 18:00,362,502,502,474,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 19:00,364,492,492,463,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 20:00,366,483,483,453,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 21:00,367,475,475,443,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 22:00,368,468,468,437,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101120 23:00,368,461,461,429,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 00:00,366,455,455,421,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 01:00,366,451,451,418,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 02:00,365,445,445,411,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 03:00,363,441,441,405,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 04:00,362,437,437,401,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 05:00,361,433,433,396,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 06:00,359,429,429,392,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 07:00,358,428,428,391,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 08:00,364,439,439,404,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 09:00,371,462,462,427,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 10:00,370,482,482,448,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 11:00,370,503,503,473,101
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 12:00,370,520,520,495,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 13:00,369,536,536,514,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 14:00,367,544,544,524,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 15:00,364,542,542,520,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 16:00,363,532,532,509,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 17:00,358,514,514,488,95
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 18:00,362,502,502,474,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 19:00,365,492,492,463,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 20:00,366,482,482,452,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 21:00,367,474,474,444,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 22:00,367,468,468,437,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101121 23:00,368,461,461,428,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 00:00,366,455,455,421,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 01:00,365,450,450,417,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 02:00,363,445,445,410,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 03:00,362,440,440,404,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 04:00,360,436,436,400,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 05:00,359,432,432,394,76
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 06:00,357,429,429,391,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 07:00,356,427,427,389,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 08:00,361,438,438,401,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 09:00,368,460,460,425,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 10:00,368,480,480,446,98
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 11:00,367,500,500,470,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 12:00,367,517,517,491,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 13:00,367,533,533,509,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 14:00,364,540,540,519,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 15:00,362,539,539,517,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 16:00,361,529,529,505,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 17:00,355,511,511,484,96
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 18:00,359,499,499,470,90
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 19:00,361,489,489,459,87
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 20:00,362,479,479,449,84
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 21:00,364,472,472,440,82
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 22:00,363,465,465,433,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101122 23:00,363,457,457,424,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 00:00,361,451,451,416,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 01:00,361,447,447,412,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 02:00,359,441,441,406,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 03:00,358,437,437,401,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 04:00,356,433,433,397,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 05:00,355,429,429,390,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 06:00,353,426,426,387,77
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 07:00,352,425,425,385,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 08:00,357,435,435,398,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 09:00,365,457,457,421,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 10:00,364,477,477,442,99
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 11:00,364,497,497,466,102
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 12:00,364,513,513,486,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 13:00,364,528,528,504,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 14:00,361,536,536,514,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 15:00,359,535,535,512,105
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 16:00,359,525,525,500,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 17:00,354,507,507,479,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 18:00,356,495,495,465,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 19:00,359,485,485,455,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 20:00,360,476,476,444,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 21:00,361,469,469,436,83
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 22:00,361,462,462,429,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101123 23:00,361,455,455,421,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 00:00,360,449,449,413,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 01:00,359,444,444,409,79
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 02:00,357,439,439,403,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 03:00,355,435,435,397,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 04:00,354,431,431,394,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 05:00,353,427,427,388,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 06:00,351,424,424,384,78
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 07:00,350,423,423,382,80
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 08:00,354,433,433,395,81
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 09:00,361,455,455,418,89
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 10:00,361,474,474,439,100
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 11:00,361,494,494,462,103
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 12:00,360,509,509,481,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 13:00,361,525,525,499,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 14:00,359,533,533,511,107
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 15:00,356,531,531,508,106
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 16:00,356,522,522,496,104
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 17:00,351,504,504,476,97
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 18:00,353,492,492,462,91
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 19:00,356,483,483,452,88
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 20:00,356,474,473,441,86
GHCND:USW00013743,WASHINGTON REAGAN NATIONAL AIRPORT VA US,20101124 21:00,358,466,466,432,83
